nivel_carrera,simoleons,nivel_habilidad,num_amigos,tiene_pareja,num_mascotas,horas_ocio,num_hijos,nivel_social,horas_trabajo,nivel_fitness,tiene_enemigos,moodlets_positivos,moodlets_negativos,num_logros,aspiracion,rasgo,carrera,etapa_vida,tipo_hogar,mundo,animo_score,feliz
10,62144,8,3,0,1,8.8,2,4,1.3,0,0,6,5,23,Amor,Alegre,Ingeniería,Adolescente,Departamento,Oasis_Springs,76.4,1
1,86380,3,6,1,2,7.9,1,6,0.6,1,1,5,3,15,Riqueza,Sociable,Atletismo,Adulto_Mayor,Casa_Familiar,San_Myshuno,66.5,0
9,82545,2,20,1,4,1.2,3,9,8.3,7,0,6,2,34,Atletismo,Perezoso,Arte,Adulto_Mayor,Casa_Familiar,Willow_Creek,78.1,1
5,47730,10,3,1,3,7.5,5,4,7.8,4,1,0,4,10,Creatividad,Artístico,Medicina,Adolescente,Casa_Familiar,Oasis_Springs,57.1,0
5,37083,5,13,0,2,0.0,5,4,10.1,9,0,8,3,33,Conocimiento,Bromista,Tecnología,Adolescente,Departamento,Pleasantview,69.9,0
7,19047,0,20,0,3,10.3,2,7,10.0,0,1,0,9,8,Amor,Bromista,Ingeniería,Adolescente,Compartido,Windenburg,44.5,0
7,40224,6,17,0,4,12.4,1,10,5.7,5,0,1,2,17,Conocimiento,Perezoso,Negocios,Adulto_Joven,Compartido,Oasis_Springs,68.7,0
9,99659,6,15,0,2,12.4,4,4,4.3,10,0,5,0,49,Conocimiento,Ambicioso,Atletismo,Adulto,Departamento,Windenburg,100.0,1
9,22832,4,6,1,1,4.5,5,3,5.7,3,0,5,2,4,Creatividad,Ambicioso,Medicina,Niño,Compartido,Del_Sol_Valley,77.1,1
3,94813,9,6,1,1,8.5,0,5,2.8,6,1,9,1,39,Familia,Ermitaño,Negocios,Adulto_Mayor,Casa_Familiar,Pleasantview,82.5,1
3,28020,7,12,0,4,10.4,0,1,2.1,9,0,9,7,45,Atletismo,Perezoso,Negocios,Adulto,Casa_Propia,Oasis_Springs,75.8,1
9,12569,0,20,0,2,9.0,0,5,9.7,1,0,9,1,38,Conocimiento,Ermitaño,Atletismo,Niño,Casa_Familiar,Oasis_Springs,69.4,0
9,71761,4,7,0,1,0.2,1,4,2.4,5,0,8,7,31,Riqueza,Sociable,Ingeniería,Adolescente,Departamento,San_Myshuno,85.2,1
10,45674,6,13,0,3,7.3,2,3,2.5,10,1,5,10,43,Atletismo,Sociable,Tecnología,Adulto,Casa_Familiar,Windenburg,79.7,1
10,73191,7,20,1,4,7.2,3,3,1.4,8,1,0,9,21,Amor,Bromista,Atletismo,Adulto_Joven,Casa_Propia,San_Myshuno,76.4,1
7,98621,4,16,1,3,11.3,0,4,3.3,4,1,1,6,11,Creatividad,Artístico,Atletismo,Adulto_Joven,Casa_Familiar,Del_Sol_Valley,59.9,0
10,14890,4,20,1,4,11.3,5,4,0.4,7,1,6,9,16,Conocimiento,Creativo,Arte,Niño,Departamento,Willow_Creek,66.9,0
8,54890,2,7,1,4,9.2,3,9,1.4,8,1,5,2,41,Amor,Perezoso,Tecnología,Adulto_Joven,Casa_Familiar,Oasis_Springs,80.0,1
9,26694,6,14,1,3,2.2,3,2,6.2,6,0,10,4,13,Conocimiento,Creativo,Arte,Adulto,Departamento,Oasis_Springs,75.7,1
5,49759,2,4,0,4,7.8,1,5,10.4,2,0,1,6,41,Creatividad,Bromista,Ingeniería,Adulto,Compartido,San_Myshuno,51.1,0
10,25714,5,0,0,1,12.4,1,4,11.6,6,0,7,0,34,Naturaleza,Alegre,Tecnología,Adulto_Joven,Compartido,Oasis_Springs,80.3,1
1,19616,8,9,1,4,2.3,1,3,3.6,7,0,1,5,45,Naturaleza,Bromista,Arte,Adulto_Joven,Casa_Propia,San_Myshuno,60.3,0
10,51955,10,16,0,1,12.0,2,2,4.8,8,0,0,2,26,Riqueza,Ermitaño,Derecho,Adolescente,Casa_Propia,Willow_Creek,84.7,1
10,42010,5,8,1,4,1.2,4,6,2.7,10,1,1,5,9,Atletismo,Alegre,Tecnología,Adulto,Compartido,Del_Sol_Valley,80.9,1
8,76700,2,5,0,3,13.5,2,6,5.9,8,1,3,7,24,Familia,Artístico,Ingeniería,Adulto,Departamento,Oasis_Springs,55.8,0
10,49870,0,20,0,3,13.5,3,2,7.8,2,0,6,5,15,Conocimiento,Alegre,Educación,Adulto,Compartido,Del_Sol_Valley,77.1,1
5,60389,9,8,1,4,13.8,0,10,10.1,5,1,7,8,48,Conocimiento,Ambicioso,Ingeniería,Adulto,Casa_Familiar,Oasis_Springs,76.1,1
4,71434,4,3,0,4,4.8,1,6,3.3,0,0,2,10,17,Naturaleza,Ambicioso,Negocios,Adulto_Mayor,Casa_Familiar,Pleasantview,49.7,0
2,5564,2,3,1,4,11.9,3,8,10.3,2,0,9,7,9,Conocimiento,Perezoso,Atletismo,Adulto_Mayor,Casa_Propia,Willow_Creek,54.0,0
2,45058,8,2,0,2,4.8,1,9,7.7,8,0,4,0,36,Riqueza,Ermitaño,Arte,Adulto_Mayor,Departamento,Oasis_Springs,44.9,0
9,52507,5,20,0,2,1.4,3,3,10.7,4,0,9,7,23,Creatividad,Sociable,Tecnología,Adolescente,Casa_Propia,Pleasantview,72.2,1
1,63536,7,13,0,0,6.0,1,5,2.9,6,1,5,4,12,Creatividad,Sociable,Derecho,Niño,Compartido,San_Myshuno,42.8,0
3,4092,0,0,1,1,11.2,4,9,4.0,8,0,7,0,35,Conocimiento,Alegre,Negocios,Niño,Compartido,Oasis_Springs,81.5,1
5,10241,10,11,0,4,0.3,1,1,0.2,7,1,10,3,3,Amor,Ermitaño,Derecho,Adulto,Casa_Familiar,San_Myshuno,56.7,0
4,84917,3,8,1,2,6.2,1,3,5.7,4,0,5,1,36,Amor,Ambicioso,Atletismo,Adulto_Mayor,Departamento,Del_Sol_Valley,80.4,1
10,76402,8,11,0,0,8.4,5,10,4.5,5,0,0,4,7,Fama,Sociable,Atletismo,Adulto,Departamento,Pleasantview,80.6,1
1,42127,3,18,0,1,11.4,1,7,11.4,6,0,1,1,16,Amor,Alegre,Derecho,Adulto,Compartido,Willow_Creek,73.3,1
1,427,1,8,0,2,3.5,4,8,9.4,5,1,3,5,27,Familia,Ambicioso,Medicina,Niño,Casa_Propia,Windenburg,38.8,0
3,25972,4,6,0,1,1.5,3,5,11.2,7,1,2,10,47,Familia,Perezoso,Tecnología,Adulto_Joven,Casa_Propia,Del_Sol_Valley,27.9,0
7,64251,0,7,1,4,2.8,1,10,9.3,8,1,10,5,28,Atletismo,Ermitaño,Atletismo,Adulto,Compartido,Del_Sol_Valley,72.0,1
4,68077,5,14,0,4,8.6,4,7,4.0,3,0,7,8,3,Fama,Ambicioso,Tecnología,Niño,Departamento,Willow_Creek,89.6,1
9,82649,5,1,0,3,8.7,5,9,7.0,4,1,4,7,22,Riqueza,Perezoso,Medicina,Adulto,Departamento,Willow_Creek,53.4,0
1,55274,0,13,0,4,5.0,1,6,8.2,9,1,6,6,27,Creatividad,Ermitaño,Tecnología,Adolescente,Casa_Familiar,Willow_Creek,60.6,0
4,76703,4,16,0,1,7.2,5,9,8.9,5,0,6,8,35,Amor,Ambicioso,Arte,Niño,Casa_Propia,Oasis_Springs,63.6,0
7,23674,6,20,0,0,5.2,1,7,8.4,7,0,1,1,21,Atletismo,Ambicioso,Negocios,Adulto,Casa_Familiar,Windenburg,66.7,0
7,14817,6,9,1,1,1.3,5,10,1.7,3,0,8,8,11,Familia,Alegre,Atletismo,Adulto_Joven,Compartido,Oasis_Springs,88.2,1
6,33615,0,9,0,0,1.3,2,1,4.7,5,0,5,8,26,Fama,Ermitaño,Atletismo,Adulto_Joven,Departamento,San_Myshuno,46.6,0
5,84441,7,18,1,3,7.1,4,3,0.4,8,0,8,5,28,Conocimiento,Alegre,Arte,Adulto_Joven,Casa_Familiar,Oasis_Springs,93.7,1
1,88668,3,16,0,1,13.0,1,4,3.7,3,0,7,3,26,Amor,Creativo,Ingeniería,Adulto,Compartido,Windenburg,69.3,0
1,8011,2,10,1,3,6.1,4,10,9.2,6,0,7,0,16,Fama,Creativo,Atletismo,Adulto_Joven,Departamento,Windenburg,69.1,0
1,19667,9,7,1,4,7.3,1,3,4.4,10,1,10,4,16,Familia,Artístico,Medicina,Adulto_Mayor,Departamento,Willow_Creek,66.6,0
6,6729,10,18,0,3,11.3,2,3,0.6,8,0,2,10,20,Naturaleza,Ambicioso,Medicina,Adulto_Mayor,Departamento,Pleasantview,76.6,1
9,76403,1,8,0,1,7.6,0,6,11.9,0,1,2,5,46,Conocimiento,Artístico,Medicina,Adulto_Joven,Casa_Familiar,Willow_Creek,50.2,0
1,82279,5,19,0,3,0.8,1,10,2.2,0,1,7,10,48,Conocimiento,Perezoso,Educación,Niño,Departamento,San_Myshuno,41.0,0
1,92731,2,9,0,0,5.3,2,10,3.9,1,0,2,9,20,Conocimiento,Alegre,Medicina,Adolescente,Casa_Propia,San_Myshuno,49.3,0
7,18333,7,11,1,0,0.3,3,8,0.9,3,0,8,4,23,Familia,Ambicioso,Educación,Adulto,Compartido,Pleasantview,75.1,1
6,51938,6,11,0,3,12.9,2,9,10.5,5,1,10,1,49,Amor,Alegre,Derecho,Adolescente,Casa_Familiar,Oasis_Springs,74.6,1
4,44761,4,16,1,3,13.7,4,8,3.9,8,1,4,6,12,Fama,Alegre,Negocios,Adulto,Departamento,San_Myshuno,67.6,0
1,97670,8,16,1,3,3.1,4,5,3.0,2,1,5,10,42,Amor,Sociable,Arte,Adulto,Casa_Familiar,San_Myshuno,68.6,0
9,93670,7,2,1,3,7.6,2,3,9.7,2,0,9,8,6,Conocimiento,Ambicioso,Medicina,Adulto_Joven,Departamento,Pleasantview,77.8,1
7,83715,10,17,1,2,1.1,0,7,6.8,5,1,10,1,21,Creatividad,Alegre,Tecnología,Niño,Departamento,San_Myshuno,100.0,1
6,20975,10,2,0,2,3.1,1,4,11.2,1,0,6,1,38,Familia,Sociable,Ingeniería,Adulto_Joven,Compartido,San_Myshuno,70.1,1
3,33459,4,17,1,3,1.2,0,10,9.1,6,1,6,1,46,Familia,Sociable,Ingeniería,Adulto,Casa_Propia,Pleasantview,80.2,1
10,78081,1,14,0,4,0.1,0,2,2.7,10,0,8,5,45,Fama,Ermitaño,Tecnología,Niño,Casa_Familiar,Oasis_Springs,85.0,1
1,60912,10,12,0,2,9.1,5,9,3.0,7,0,7,1,50,Naturaleza,Artístico,Negocios,Adulto_Mayor,Compartido,Pleasantview,87.5,1
8,58486,4,1,1,2,6.1,4,3,5.9,7,0,1,9,22,Amor,Sociable,Negocios,Niño,Departamento,Windenburg,71.5,1
8,7631,9,17,0,1,9.7,0,6,6.6,4,1,6,2,20,Amor,Sociable,Arte,Adulto_Joven,Casa_Propia,Del_Sol_Valley,82.2,1
8,40629,7,14,1,0,13.6,3,10,5.7,5,0,2,1,32,Fama,Alegre,Atletismo,Adulto_Joven,Compartido,Willow_Creek,93.7,1
7,97532,5,12,1,3,12.5,3,3,6.4,5,1,10,9,43,Conocimiento,Sociable,Derecho,Adulto,Compartido,Oasis_Springs,90.8,1
4,45977,9,4,1,0,0.5,3,5,11.9,6,0,9,6,46,Riqueza,Perezoso,Atletismo,Adolescente,Casa_Familiar,Windenburg,47.4,0
5,88348,8,16,1,0,5.7,5,6,5.0,6,1,5,5,8,Naturaleza,Alegre,Negocios,Adolescente,Departamento,Pleasantview,78.5,1
5,41090,7,4,0,2,13.1,1,10,4.8,9,0,0,2,11,Familia,Ermitaño,Educación,Adulto_Mayor,Casa_Propia,Willow_Creek,62.6,0
9,84771,5,9,1,3,13.5,2,1,9.4,6,1,0,2,45,Riqueza,Perezoso,Educación,Adolescente,Departamento,Willow_Creek,77.8,1
8,82748,2,7,0,3,10.1,3,6,10.5,3,1,0,7,13,Naturaleza,Bromista,Educación,Adulto,Casa_Familiar,Pleasantview,55.0,0
5,62239,2,8,1,4,3.5,5,10,3.6,0,0,1,4,44,Atletismo,Ambicioso,Medicina,Adolescente,Casa_Familiar,San_Myshuno,77.6,1
8,81417,7,19,0,4,6.0,0,1,10.5,2,1,10,4,10,Atletismo,Bromista,Atletismo,Niño,Departamento,San_Myshuno,80.4,1
10,4889,4,16,0,1,4.0,1,4,10.2,3,0,1,0,15,Naturaleza,Ambicioso,Tecnología,Adulto_Joven,Casa_Propia,Pleasantview,67.6,0
7,37405,6,14,1,2,3.6,0,4,3.4,6,1,0,1,47,Conocimiento,Ermitaño,Atletismo,Adolescente,Casa_Propia,Pleasantview,53.8,0
4,8995,7,14,1,1,3.6,3,1,2.9,3,0,5,4,20,Conocimiento,Perezoso,Medicina,Adolescente,Compartido,Pleasantview,60.9,0
1,69755,0,15,0,2,9.6,1,4,8.4,2,1,6,4,11,Atletismo,Artístico,Atletismo,Adulto_Mayor,Casa_Propia,Del_Sol_Valley,48.3,0
9,29302,0,15,0,3,9.9,5,5,8.8,9,0,8,4,24,Amor,Creativo,Ingeniería,Adulto,Compartido,Windenburg,82.5,1
1,53234,6,16,0,4,8.0,0,5,8.7,2,1,5,6,41,Amor,Ermitaño,Atletismo,Adolescente,Casa_Propia,Windenburg,57.5,0
6,84275,10,1,0,1,13.2,4,6,0.4,1,1,3,9,32,Naturaleza,Creativo,Negocios,Adulto_Joven,Departamento,Pleasantview,71.1,1
1,74847,5,17,0,3,10.7,0,7,8.3,9,0,6,2,32,Amor,Alegre,Negocios,Adulto,Casa_Familiar,Pleasantview,85.6,1
9,66688,7,6,1,0,5.9,4,5,11.3,0,0,6,1,17,Atletismo,Sociable,Negocios,Niño,Departamento,Del_Sol_Valley,79.3,1
1,5099,3,3,1,4,11.5,1,3,4.3,0,0,7,2,3,Creatividad,Bromista,Medicina,Niño,Compartido,Del_Sol_Valley,55.7,0
7,61658,2,4,0,0,3.4,5,10,1.8,3,0,2,3,7,Amor,Ermitaño,Ingeniería,Adulto_Joven,Departamento,Windenburg,57.8,0
8,33670,2,19,0,3,5.8,5,5,7.4,5,1,0,2,45,Atletismo,Bromista,Ingeniería,Adulto_Mayor,Casa_Familiar,Pleasantview,77.3,1
8,98976,10,17,0,0,0.7,0,10,2.0,7,0,0,10,34,Naturaleza,Perezoso,Educación,Adulto_Mayor,Departamento,Pleasantview,51.6,0
6,33647,8,8,0,4,12.8,0,10,2.6,4,1,9,7,19,Conocimiento,Ermitaño,Negocios,Adulto_Joven,Casa_Familiar,Del_Sol_Valley,70.8,1
6,74968,3,19,0,4,3.9,2,7,0.7,7,0,9,0,44,Amor,Sociable,Tecnología,Adulto,Casa_Familiar,Windenburg,89.6,1
6,59722,0,11,0,3,1.4,4,4,3.2,6,1,6,3,22,Amor,Sociable,Educación,Adulto_Joven,Departamento,Willow_Creek,64.0,0
8,33620,9,17,1,2,10.8,5,10,7.6,7,0,1,5,21,Amor,Creativo,Atletismo,Adulto_Mayor,Casa_Propia,Pleasantview,80.2,1
1,20843,3,17,1,0,13.2,3,6,2.7,1,0,7,6,29,Fama,Bromista,Derecho,Adulto_Joven,Casa_Familiar,Windenburg,58.6,0
9,26056,2,5,0,4,11.7,5,4,6.6,10,0,7,10,48,Creatividad,Ambicioso,Tecnología,Adulto_Mayor,Compartido,Del_Sol_Valley,75.2,1
8,53216,7,17,0,1,4.5,0,6,9.3,6,1,7,4,30,Creatividad,Creativo,Educación,Adolescente,Casa_Familiar,Del_Sol_Valley,74.0,1
10,88606,1,20,0,0,14.0,2,8,5.5,4,1,5,1,6,Riqueza,Ambicioso,Derecho,Adulto_Mayor,Departamento,San_Myshuno,77.5,1
1,97988,2,10,1,2,3.9,2,2,10.4,8,0,5,5,45,Conocimiento,Perezoso,Tecnología,Adulto,Departamento,Pleasantview,60.9,0
3,31527,5,6,1,0,3.2,4,2,2.5,5,0,0,7,14,Fama,Ambicioso,Atletismo,Adulto,Casa_Propia,San_Myshuno,41.2,0
3,4446,1,11,1,4,2.8,3,5,11.7,4,1,0,7,31,Conocimiento,Ambicioso,Atletismo,Niño,Casa_Familiar,San_Myshuno,46.5,0
5,22145,10,17,0,2,0.2,2,7,2.5,3,1,9,0,24,Familia,Ambicioso,Atletismo,Adulto_Mayor,Casa_Familiar,Del_Sol_Valley,81.0,1
9,50394,10,8,0,1,8.1,0,3,7.8,2,0,5,5,41,Amor,Perezoso,Atletismo,Niño,Casa_Familiar,Pleasantview,64.9,0
8,40220,9,0,0,1,10.3,4,1,6.5,3,0,0,0,9,Amor,Artístico,Arte,Adulto_Mayor,Departamento,Del_Sol_Valley,69.3,0
7,13915,6,1,1,2,8.5,0,2,3.4,6,0,7,0,18,Familia,Artístico,Medicina,Niño,Departamento,San_Myshuno,82.7,1
4,17400,5,15,1,0,7.5,5,1,2.5,1,0,3,9,43,Riqueza,Creativo,Negocios,Adulto_Mayor,Departamento,San_Myshuno,56.4,0
1,58282,2,13,0,1,9.0,0,9,1.0,10,1,5,9,48,Conocimiento,Ambicioso,Arte,Adulto,Casa_Propia,Pleasantview,65.4,0
7,26730,1,4,0,1,12.2,0,7,9.5,7,1,2,10,0,Creatividad,Artístico,Tecnología,Adolescente,Casa_Propia,Del_Sol_Valley,40.5,0
1,24162,1,14,1,1,4.3,4,8,2.0,10,0,0,1,46,Riqueza,Creativo,Medicina,Adulto_Mayor,Departamento,Pleasantview,73.8,1
3,37743,1,6,0,0,6.7,1,6,7.6,2,1,0,6,16,Atletismo,Alegre,Negocios,Adolescente,Compartido,Willow_Creek,45.8,0
5,90261,0,9,1,1,12.6,0,3,2.3,1,0,10,6,12,Fama,Ambicioso,Negocios,Niño,Casa_Familiar,Pleasantview,64.4,0
8,84309,8,4,0,1,3.8,3,5,6.6,2,0,4,0,11,Riqueza,Artístico,Negocios,Niño,Casa_Familiar,Willow_Creek,72.8,1
7,31867,8,1,0,4,0.7,3,2,1.2,0,0,0,8,34,Naturaleza,Artístico,Derecho,Adulto_Mayor,Compartido,Windenburg,51.3,0
2,76786,8,18,0,4,4.7,3,4,4.5,3,1,4,5,38,Atletismo,Creativo,Atletismo,Adolescente,Casa_Familiar,Del_Sol_Valley,55.3,0
3,95836,3,11,0,4,9.3,1,10,7.8,6,0,2,3,3,Familia,Artístico,Educación,Adulto_Mayor,Casa_Familiar,Del_Sol_Valley,89.6,1
9,28117,1,20,1,0,0.9,0,10,9.7,1,0,4,9,34,Riqueza,Creativo,Derecho,Niño,Compartido,Pleasantview,60.0,0
6,513,2,2,1,3,2.7,3,10,11.3,3,1,9,10,20,Naturaleza,Artístico,Educación,Niño,Casa_Familiar,Del_Sol_Valley,48.6,0
7,23214,9,8,0,0,6.0,0,8,10.5,2,1,0,2,4,Riqueza,Perezoso,Arte,Adulto_Mayor,Casa_Familiar,Pleasantview,45.0,0
4,83229,9,9,0,0,5.3,0,4,2.9,8,0,1,3,29,Fama,Creativo,Tecnología,Niño,Casa_Propia,San_Myshuno,62.9,0
9,10710,0,0,1,0,12.9,5,8,2.3,10,0,4,5,46,Familia,Ambicioso,Medicina,Adulto,Departamento,Willow_Creek,75.1,1
6,26242,7,16,1,4,7.4,3,7,3.1,9,0,7,7,26,Creatividad,Bromista,Educación,Adolescente,Casa_Familiar,San_Myshuno,83.8,1
1,95393,9,20,1,1,12.4,5,8,11.7,7,1,7,7,26,Riqueza,Sociable,Tecnología,Adulto_Joven,Casa_Propia,Oasis_Springs,55.3,0
8,20242,8,4,1,0,5.6,4,3,11.8,3,0,6,9,12,Atletismo,Artístico,Tecnología,Niño,Compartido,Del_Sol_Valley,56.5,0
3,47969,2,18,1,0,8.2,0,9,11.8,10,0,0,1,30,Riqueza,Artístico,Atletismo,Adolescente,Departamento,Windenburg,70.3,1
9,88427,7,19,1,0,7.9,4,4,8.3,10,0,0,1,16,Atletismo,Alegre,Tecnología,Adulto,Compartido,Windenburg,85.9,1
7,84712,9,8,1,0,2.3,0,7,5.1,7,0,4,2,44,Naturaleza,Ermitaño,Tecnología,Adulto_Joven,Casa_Familiar,Oasis_Springs,67.2,0
2,30507,10,14,0,0,0.2,3,6,10.0,3,1,5,6,8,Creatividad,Ambicioso,Medicina,Adulto_Joven,Departamento,Willow_Creek,59.9,0
1,25067,7,9,0,2,3.8,3,3,10.4,8,0,3,9,28,Amor,Bromista,Atletismo,Adulto_Mayor,Casa_Propia,Windenburg,47.1,0
1,58430,3,5,0,1,0.7,1,3,3.6,1,0,5,5,48,Amor,Sociable,Ingeniería,Adulto_Joven,Departamento,Windenburg,40.9,0
3,32340,7,5,0,4,10.4,2,5,3.5,1,0,6,10,26,Amor,Perezoso,Educación,Adulto_Mayor,Compartido,Pleasantview,55.6,0
2,73705,1,4,1,0,11.8,4,1,11.8,3,1,8,9,46,Riqueza,Ambicioso,Educación,Adulto,Departamento,Pleasantview,43.5,0
7,67694,0,20,0,0,4.8,4,1,7.2,5,0,3,1,4,Amor,Bromista,Negocios,Adulto_Joven,Compartido,Oasis_Springs,78.9,1
2,41978,0,1,1,0,2.5,3,8,12.0,8,1,0,1,44,Familia,Alegre,Ingeniería,Adolescente,Departamento,San_Myshuno,47.6,0
5,41032,6,9,0,1,2.1,0,9,7.6,7,1,10,0,19,Creatividad,Ermitaño,Arte,Adolescente,Compartido,Oasis_Springs,51.6,0
4,10223,0,18,0,1,7.1,1,2,11.9,9,1,3,5,16,Naturaleza,Creativo,Atletismo,Adulto_Mayor,Casa_Propia,Oasis_Springs,54.7,0
7,69411,1,10,0,4,6.2,0,1,6.3,4,1,3,9,48,Naturaleza,Ermitaño,Tecnología,Adolescente,Departamento,Del_Sol_Valley,51.7,0
1,92242,9,1,0,4,13.2,5,4,9.8,8,1,8,0,37,Naturaleza,Alegre,Ingeniería,Adulto,Departamento,Willow_Creek,74.7,1
5,87619,4,7,0,0,12.7,1,8,6.0,6,0,3,2,16,Atletismo,Alegre,Ingeniería,Niño,Compartido,Oasis_Springs,78.9,1
9,64785,6,13,1,4,13.3,3,10,11.0,9,0,8,8,42,Creatividad,Alegre,Atletismo,Adolescente,Compartido,Del_Sol_Valley,100.0,1
3,72819,4,2,0,4,9.1,1,4,4.1,0,1,1,8,11,Fama,Perezoso,Atletismo,Adulto_Mayor,Compartido,Windenburg,52.6,0
9,89251,0,15,0,4,11.9,5,7,6.3,3,1,5,9,1,Amor,Ambicioso,Derecho,Adulto_Joven,Casa_Familiar,Pleasantview,63.2,0
2,21979,6,13,0,4,11.3,2,10,2.2,8,0,5,2,10,Conocimiento,Perezoso,Arte,Adulto_Mayor,Casa_Familiar,Willow_Creek,61.8,0
8,76796,1,5,1,3,4.2,2,3,9.7,9,1,9,0,29,Conocimiento,Bromista,Atletismo,Adolescente,Casa_Propia,Del_Sol_Valley,99.4,1
3,10450,7,16,1,1,8.6,5,2,3.8,0,0,7,10,22,Familia,Alegre,Medicina,Adulto,Compartido,San_Myshuno,59.9,0
4,77421,7,7,1,3,7.1,2,3,0.1,9,0,10,2,29,Atletismo,Perezoso,Derecho,Adulto_Mayor,Casa_Propia,Del_Sol_Valley,79.5,1
6,21973,7,8,1,1,8.0,3,8,2.5,5,1,5,4,17,Naturaleza,Artístico,Derecho,Adulto_Mayor,Departamento,Oasis_Springs,65.8,0
8,59029,4,6,0,2,6.2,2,3,10.9,7,0,3,7,1,Fama,Sociable,Educación,Adulto_Joven,Compartido,Windenburg,51.8,0
6,315,5,7,1,0,3.5,4,1,5.2,2,1,2,8,18,Conocimiento,Ermitaño,Arte,Adulto,Departamento,Pleasantview,37.3,0
6,718,8,16,0,4,11.1,2,9,1.5,9,0,2,5,15,Naturaleza,Artístico,Ingeniería,Adulto_Mayor,Compartido,San_Myshuno,68.2,0
3,64948,4,0,1,0,2.2,2,8,7.4,6,0,8,8,30,Amor,Alegre,Derecho,Adulto_Mayor,Casa_Familiar,Windenburg,69.1,0
7,88278,10,20,1,1,3.8,2,9,11.3,3,1,3,4,42,Fama,Perezoso,Tecnología,Adulto_Mayor,Compartido,Pleasantview,68.9,0
1,11114,7,16,1,0,11.4,4,7,8.8,4,1,3,3,49,Amor,Sociable,Atletismo,Niño,Compartido,Del_Sol_Valley,67.9,0
1,83110,8,20,1,3,12.6,4,6,7.7,4,1,10,3,47,Naturaleza,Creativo,Derecho,Adulto_Joven,Casa_Familiar,Oasis_Springs,91.6,1
2,75536,7,13,1,3,13.1,4,3,7.4,6,0,0,6,49,Conocimiento,Ermitaño,Tecnología,Adulto,Compartido,Del_Sol_Valley,55.9,0
9,72728,1,1,1,0,13.4,1,2,6.1,2,1,1,2,12,Fama,Creativo,Atletismo,Adulto,Casa_Propia,Del_Sol_Valley,60.9,0
7,27338,5,15,0,2,2.0,0,7,5.1,0,1,9,1,15,Amor,Alegre,Educación,Niño,Compartido,Oasis_Springs,72.6,1
4,87829,7,14,0,0,7.6,1,8,3.3,6,0,6,4,46,Conocimiento,Creativo,Educación,Adulto_Joven,Departamento,Pleasantview,81.1,1
7,60973,5,9,0,3,2.5,3,9,6.5,4,1,8,1,50,Fama,Bromista,Derecho,Niño,Casa_Propia,Pleasantview,83.6,1
3,18502,6,12,0,2,6.8,5,9,1.1,0,1,0,0,47,Riqueza,Perezoso,Negocios,Niño,Casa_Familiar,Willow_Creek,61.1,0
8,88258,9,7,0,0,10.3,4,7,0.3,9,1,3,10,19,Creatividad,Bromista,Negocios,Niño,Casa_Familiar,Willow_Creek,74.8,1
4,28257,9,19,0,4,13.7,5,6,7.2,0,1,1,1,22,Riqueza,Sociable,Tecnología,Adulto_Mayor,Compartido,Oasis_Springs,71.7,1
7,49835,2,18,1,0,13.6,3,5,4.0,9,1,7,3,23,Creatividad,Alegre,Negocios,Adolescente,Compartido,Del_Sol_Valley,83.3,1
3,15796,2,12,0,4,8.1,3,3,9.6,0,1,6,1,3,Conocimiento,Sociable,Educación,Adulto_Joven,Compartido,San_Myshuno,62.7,0
1,39048,1,20,1,3,5.5,0,3,9.3,10,0,1,9,8,Atletismo,Creativo,Tecnología,Adolescente,Departamento,Willow_Creek,37.6,0
10,64697,7,9,0,0,5.0,0,7,10.3,2,1,7,8,26,Creatividad,Perezoso,Atletismo,Adulto_Mayor,Casa_Familiar,San_Myshuno,67.3,0
7,89866,5,4,0,1,7.7,3,7,5.8,7,0,1,3,4,Amor,Ambicioso,Medicina,Adulto_Mayor,Compartido,Pleasantview,73.9,1
7,43895,6,9,1,1,1.6,0,4,10.2,1,0,9,9,20,Amor,Ermitaño,Derecho,Adulto,Departamento,Pleasantview,53.9,0
7,61829,9,19,1,4,5.3,1,4,7.9,1,1,4,0,7,Fama,Sociable,Derecho,Adulto_Mayor,Compartido,Windenburg,80.7,1
9,10354,5,17,0,4,1.9,3,10,11.1,9,0,5,2,32,Fama,Ambicioso,Tecnología,Niño,Casa_Propia,Willow_Creek,86.7,1
1,23953,6,0,0,1,0.9,2,5,5.6,10,0,4,0,19,Amor,Ermitaño,Derecho,Adulto_Mayor,Departamento,Oasis_Springs,45.0,0
10,57606,3,14,0,2,13.5,4,9,8.1,9,1,6,2,3,Amor,Perezoso,Arte,Adulto_Joven,Casa_Propia,San_Myshuno,82.0,1
5,4253,9,16,0,1,4.4,3,5,3.0,6,1,9,10,39,Riqueza,Creativo,Arte,Adulto_Joven,Casa_Propia,Oasis_Springs,71.8,1
6,33965,0,1,0,0,6.6,4,5,9.7,6,1,9,0,16,Fama,Sociable,Tecnología,Niño,Casa_Familiar,Willow_Creek,57.4,0
10,6080,6,11,1,1,9.7,2,6,8.8,7,1,7,2,31,Familia,Ambicioso,Educación,Adulto_Mayor,Departamento,Del_Sol_Valley,77.1,1
9,49102,8,19,1,2,7.1,5,1,7.7,3,0,1,2,3,Naturaleza,Artístico,Medicina,Niño,Casa_Familiar,Willow_Creek,89.5,1
